hospital_name,ccn,phone_number,address,state,hospital_website,filename,file_url,page_url,content_sha256,source
Adventist Health - Rideout,050133,(530) 749-4300,"726 4th St Marysville CA 95901, Marysville, CA, 95901",CA,https://www.adventisthealth.org/rideout/,941387866_adventist-health---rideout_standardcharges.csv,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbRMHMARYSVILLECA&type=CDMWithoutLabel&fileType=CSV,https://www.adventisthealth.org/patient-resources/bill-pay/price-transparency,0702a65b200e4d8a40851e4e4b2375dd565162e7a82014b1941e57668ed7836f,mrfs.csv
Sonora Community Hospital,050335,(209) 536-5000,"1000 Greenley Rd Sonora CA 95370, Sonora, CA, 95370",CA,https://www.adventisthealth.org/sonora/,941415069_sonora-community-hospital_standardcharges.csv,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbAHSSONORACA&type=CDMWithoutLabel&fileType=CSV,https://www.adventisthealth.org/patient-resources/bill-pay/price-transparency,7bc56b1ab0f513abd4a5b4002bdc188fa637b09618db35c15ea511b43d9aa4d6,mrfs.csv
Marshall Medical Center,050254,530-622-1441,"1100 Marshall Way, Placerville, CA 95667, Placerville, CA, 95667",CA,https://www.marshallmedical.org/,941450151_marshall-medical-center_standardcharges.csv,https://www.marshallmedical.org/documents/standard_charges/941450151_marshall-medical-center_standardcharges.csv,,a4b098a26924de148b8cd5ff53770e829545ac79d0b17df04db08aa5b905679d,mrfs.csv
Mee Memorial Hospital,051336,(831) 385-6000,"300 Canal St King City CA 93930, King City, CA, 93930",CA,https://www.meememorial.com/,941502014_mee-memorial-hospital_standardcharges.csv,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbMeeMemorial&type=CDMWithoutLabel&fileType=CSV,https://apps.para-hcfs.com/PTT/FinalLinks/Mee_V2.aspx,6720ea9767d4d6f634fecf8c991201d729b17843bde727629a55d3bc8bcb12c4,mrfs.csv
Mayers Memorial Hospital District,051305,530-335-6070,"43563 State Highway 299 E Fall River Mills CA 96028, Fall River Mills, CA, 96028",CA,https://www.mayersmemorial.com/,941634940_mayers-memorial-hospital-district_standardcharges.csv,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbMMHFALLRIVERMILLSCA&type=CDMWithoutLabel&fileType=CSV,https://apps.para-hcfs.com/PTT/FinalLinks/MayersMemorial.aspx,437bcd30ee8b37629e3de6a86cb11a826030f8091b7354b1758baf28fea1e05f,mrfs.csv
Ukiah Adventist Hospital,050301,(707) 462-3111,"275 Hospital Dr Ukiah CA 95482, Ukiah, CA, 95482",CA,https://www.adventisthealth.org/ukiah-valley/,941639901_ukiah-adventist-hospital_standardcharges.csv,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbUkiahValleyCA&type=CDMWithoutLabel&fileType=CSV,https://www.adventisthealth.org/patient-resources/bill-pay/price-transparency,c065f35d308f10b121196385adabdd58dab45fec9b419871cd8fbca0ec3d1376,mrfs.csv
American Hospital Management Corporation,050028,707-822-3621,"3800 Janes Road, Arcata, CA 95521, Arcata, CA, 95521",CA,https://madriverhospital.com/,941698406_american-hospital-management-corporation_standardcharges.csv,https://sthpiprd.blob.core.windows.net/machine-readable-files/8531/941698406_american-hospital-management-corporation_standardcharges.csv,https://search.hospitalpriceindex.com/hpi2/machineReadable/MadRiverCommunityHospital/8531,4561f43ce4881506f24c1ac2db8e79947d16ab5c2a19566affd3803b6662e084,"mrfs.csv,downloaded"
Oak Valley Hospital,050067,(209) 847-3011,"350 S Oak Ave Oakdale CA 95361, Oakdale, CA, 95361",CA,https://oakvalleyhospital.com/,941729463_oak-valley-hospital-_standardcharges.csv,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbOVHOAKDALECA&type=CDMWithoutLabel&fileType=CSV,https://apps.para-hcfs.com/PTT/FinalLinks/OakValley_V2.aspx,66e3e65e3a82dea8bd7382c7ea31fed05d5d95e06778c37ffa8f588b35838d57,mrfs.csv
Kern Psychiatric Health Facility,,661-868-8080,"718 Workman St., Bakersfield, CA 93307, Bakersfield, CA, 93307",CA,https://www.kernbhrs.org/,941735271_kern-psychiatric-health-facility_standardcharges.csv,https://www.telecarecorp.com/s/941735271_kern-psychiatric-health-facility_standardcharges.csv,https://www.telecarecorp.com/price-transparency,d6c5c20f7a1c53c7901cf8a5127f8da8f51223b1983a61ac456a7a830f5c9952,mrfs.csv
La Casa Psychiatric Health Facility,,562-630-8672,"6060 Paramount Blvd, Long Beach, CA 90805, Long Beach, CA, 90805",CA,https://www.telecarecorp.com/la-casa-psychiatric-health-facility,941735271_la-casa-psychiatric-health-facility_standardcharges.csv,https://www.telecarecorp.com/s/941735271_la-casa-psychiatric-health-facility_standardcharges.csv,https://www.telecarecorp.com/price-transparency,5d8ae7d042ccbb5dca3f2c63898397b888c713f493a78f44de59286d3c55aff8,mrfs.csv
Stanislaus County Psychiatric Health Facility,,209-300-8800,"1904 Richland Ave, Ceres, CA 95307, Ceres, CA, 95307",CA,https://www.telecarecorp.com/stanislaus-county-psychiatric-health-facility,941735271_stanislaus-county-psychiatric-health-facility_standardcharges.csv,https://www.telecarecorp.com/s/941735271_stanislaus-county-psychiatric-health-facility_standardcharges.csv,https://www.telecarecorp.com/price-transparency,83814668694f0143b841148f3659e42300009ff82c44ddbbf3d836d80b3db3d0,mrfs.csv
Telecare El Dorado County Psychiatric Health Facility,,530-621-6213,"935-B Spring Street, Placerville, CA 95667, Placerville, CA, 95667",CA,https://www.telecarecorp.com/el-dorado-county-psychiatric-health-facility,941735271_telecare-el-dorado-county-psychiatric-health-facility_standardcharges.csv,https://www.telecarecorp.com/s/941735271_telecare-el-dorado-county-psychiatric-health-facility_standardcharges.csv,https://www.telecarecorp.com/price-transparency,7de0fdf7f2114fdfde48e82043695aa86acfa0f597081c08b56c1de3a8c00781,mrfs.csv
Telecare Heritage PHF,054146,510-535-5115,"2633 East 27th Street, Oakland, CA 94601, Oakland, CA, 94601",CA,https://www.telecarecorp.com/heritage-psychiatric-health-center,941735271_telecare-heritage-psychiatric-health-facility_standardcharges.csv,https://www.telecarecorp.com/s/941735271_telecare-heritage-psychiatric-health-facility_standardcharges.csv,https://www.telecarecorp.com/price-transparency,f0c7cb5e08bdb8e6d53b37cd350538f550e7dc79f0ccf65bdd048a914789b3df,mrfs.csv
Telecare Santa Cruz PHF,054152,831-600-2801,"2250 Soquel Ave., Ste. 150, Santa Cruz, CA 95062, Santa Cruz, CA, 95062",CA,https://www.telecarecorp.com/santa-cruz-psychiatric-health-facility,941735271_telecare-santa-cruz-psychiatric-health-facility_standardcharges.csv,https://www.telecarecorp.com/s/941735271_telecare-santa-cruz-psychiatric-health-facility_standardcharges.csv,https://www.telecarecorp.com/price-transparency,5f0e0df4c63d58fb1e03f38004bf7272824f1fa1317743ab1b774c73433ab861,mrfs.csv
Telecare Willow Rock Center PHF,054149,510-895-5502,"2050 Fairmont Drive, San Leandro, CA 94578, San Leandro, CA, 94578",CA,https://www.telecarecorp.com/willow-rock-center,941735271_telecare-willow-rock-center_standardcharges.csv,https://www.telecarecorp.com/s/941735271_telecare-willow-rock-center_standardcharges.csv,https://www.telecarecorp.com/price-transparency,e5f8f2123cbbfa06e13c7dce4876cbf1a81643cad109dba00796c511e86dc32e,mrfs.csv
Patient's Hospital of Redding,050697,530-225-8700,"2900 Eureka Way, Redding, CA, 96001-0220, Redding, CA, 96001",CA,https://www.patientshospital.com/,942677467_patients-hospital-of-redding_standardcharges.csv,https://patientshospital.com/price-transparency/942677467_patients-hospital-of-redding_standardcharges.csv,https://patientshospital.com/index.php/about-us/price-transparency,0caea91e092812a176f9050f3ddc31d2e547c8b6c601bec3afb5729191a10bad,mrfs.csv
Sutter Coast Hospital,050417,(707) 464-8837,"800 E Washington Blvd, Crescent City, CA 95531, Crescent City, CA, 95531",CA,https://www.sutterhealth.org/find-location/facility/sutter-coast-hospital-1043246975,942988520-1457367062_sutter-coast-hospital_standardcharges.csv,https://edge.sitecorecloud.io/sutterhealt962c-sutterhealt8fce-production57cc-4860/media/Project/SutterHealth/SutterHealth/Files/billing-insurance/costs-and-charges/942988520-1457367062_sutter-coast-hospital_standardcharges.csv,https://www.sutterhealth.org/billing-insurance/costs-and-charges/cost-transparency,4ca0711111a65d8395d9175fe60665727f9ecb1d4347bc9c1309836f4e01844f,"mrfs.csv,manifest.json,downloaded"
Alameda Health System,050211,(510) 522-3700,"2070 Clinton Avenue, Alameda, CA 94501, Alameda, CA, 94501",CA,https://www.alamedahealthsystem.org/locations/alamedahospital/,943302014_alameda-hospital_standardcharges.csv,https://www.alamedahealthsystem.org/wp-content/uploads/pricing/943302014_alameda-hospital_standardcharges.csv,https://www.alamedahealthsystem.org/price-transparency/,9822feb07445daa7cd09dc9e3e189ed7361a96508cd4a81f5fc3087553e2df09,mrfs.csv
Alameda Health System,,(510) 895-4200,"15400 Foothill Blvd, San Leandro, CA 94578-1009, San Leandro, CA, 94578",CA,https://www.alamedahealthsystem.org/locations/fairmont-rehabilitation-and-wellness/,943302014_fairmont-hospital_standardcharges.csv,https://www.alamedahealthsystem.org/wp-content/uploads/pricing/943302014_fairmont-hospital_standardcharges.csv,https://www.alamedahealthsystem.org/price-transparency/,e4853fac5e965759e4b03e01349d9f02939a70928ade340abe5fdc4e657dd838,mrfs.csv
Alameda Health System,050320,(510) 437-4800,"1411 East 31st Street, Oakland, CA 94602-1018, Oakland, CA, 94602",CA,https://www.alamedahealthsystem.org/locations/highland-hospital/,943302014_highland-hospital_standardcharges.csv,https://www.alamedahealthsystem.org/wp-content/uploads/pricing/943302014_highland-hospital_standardcharges.csv,https://www.alamedahealthsystem.org/price-transparency/,a6c45758d81151808c3fbbb1a43d73c8f3e5f67f0714b039a33e4d6043613073,mrfs.csv
Alameda Health System,,510-346-1300,"2060 Fairmont Drive, San Leandro, CA 94578-1001, San Leandro, CA, 94578",CA,https://www.alamedahealthsystem.org/locations/john-george-psychiatric-hospital/,943302014_john-george-psychiatric-hospital_standardcharges.csv,https://www.alamedahealthsystem.org/wp-content/uploads/pricing/943302014_john-george-psychiatric-hospital_standardcharges.csv,https://www.alamedahealthsystem.org/price-transparency/,9d8529a4f4833c05c05304d9401f36c96240daa21549a732e810145412a119f8,mrfs.csv
Alameda Health System,050773,510-357-6500,"13855 E 14th Street, San Leandro, CA 94578, San Leandro, CA, 94578",CA,https://www.alamedahealthsystem.org/locations/san-leandro-hospital/,943302014_san-leandro-hospital_standardcharges.csv,https://www.alamedahealthsystem.org/wp-content/uploads/pricing/943302014_san-leandro-hospital_standardcharges.csv,https://www.alamedahealthsystem.org/price-transparency/,83e122e9229865f4515f66310685d74473e85fb2f1b0de097c2bd33dc1db1e50,mrfs.csv
Natividad Medical Center,050248,(831) 755-4111,"1441 Constitution Blvd Salinas CA 93906, Salinas, CA, 93906",CA,https://www.natividad.com/,946000524_natividad-medical-center_standardcharges.csv,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbNMCSALINASCA&type=CDMWithoutLabel&fileType=CSV,https://apps.para-hcfs.com/PTT/FinalLinks/Natividad_V2.aspx,ba6c292341189e8e5345400c09b9ada484679b5f25b754eff70d445b4bb648f2,mrfs.csv
Sonoma Valley Health Care District,050090,707-935-5000,"347 Andrieux St Sonoma CA 95476, Sonoma, CA, 95476",CA,https://www.sonomavalleyhospital.org/,946001317_sonoma-valley-hospital_standardcharges.csv,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbSonomaValley&type=CDMWithoutLabel&fileType=CSV,https://apps.para-hcfs.com/PTT/FinalLinks/SonomaValley_V4.aspx,6475704d7379154f4f9594ad9f9c18a0589f66696f3faf263a9219668efa3e16,mrfs.csv
Adventist Health Tulare,050784,(559) 688-0821,"869 N Cherry St Tulare CA 93274, Tulare, CA, 93274",CA,https://www.adventisthealth.org/tulare/,946002897_adventist-health-tulare_standardcharges.csv,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbAHTTULARECA&type=CDMWithoutLabel&fileType=CSV,https://www.adventisthealth.org/patient-resources/bill-pay/price-transparency,23ff72740587b033f87e30b111c92a1cc82dae3dfdfea3261e8ce13da5947819,mrfs.csv
Tahoe Forest Health System,051328,(530) 587-6011,"10121 Pine Ave Truckee CA 96161, Truckee, CA, 96161",CA,https://www.tfhd.com/,946004062_tahoe-forest-health-system_standardcharges.csv,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbTFHDTruckeeCA&type=CDMWithoutLabel&fileType=CSV,https://www.tfhd.com/shoppable-services,3f53469e746e105369769d792f7902c3af3d33f9fbd9ce0ae1c16dbaa551527e,mrfs.csv
Washington Township Hospital District,050195,510-797-1111,"2000 Mowry Ave Fremont CA 94538, Fremont, CA, 94538",CA,https://www.washingtonhealth.com/,946030667_washington-hospital_standardcharges.csv,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbWashingtonHospitalCA&type=CDMWithoutLabel&fileType=CSV,https://apps.para-hcfs.com/PTT/FinalLinks/Washington_Fremont_V3.aspx,fbdbd9d8ce8407b87f1bb40a320d5db020ac21ed7bae1ad5d20d1c194d30ace0,mrfs.csv
Hazel Hawkins Memorial Hospital,051337,(831) 637-5711,"911 Sunset Dr Hollister CA 95023, Hollister, CA, 95023",CA,https://www.hazelhawkins.com/,946034863_hazel-hawkins-memorial-hospital_standardcharges.csv,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbHHMHHOLLISTERCA&type=CDMWithoutLabel&fileType=CSV,https://apps.para-hcfs.com/PTT/FinalLinks/Hazel_V2.aspx,ab58b2b10c226f3de0fb0ab00fa5f0ab9451ef5348f0e0324b030b06067f013a,mrfs.csv
Plumas District Hospital,051326,530-283-2121,"1065 Bucks Lake Rd Quincy CA 95971, Quincy, CA, 95971",CA,https://www.pdh.org/,946036992_plumas-district-hospital_standardcharges.csv,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbPDHQUINCYCA&type=CDMWithoutLabel&fileType=CSV,https://apps.para-hcfs.com/PTT/FinalLinks/Plumas_V2.aspx,7dfca89bdabd2b02e68481a8f1d4494d65f6ae107e2dfc1392face93e366a798,mrfs.csv
Sharp Coronado Hospital and Healthcare Center,050234,619-522-3600,"250 Prospect Place, Coronado, CA  92118, Coronado, CA, 92118",CA,https://www.sharp.com/locations/hospitals/sharp-coronado,95-0651579_sharp-coronado-hospital-and-hlthcr-ctr_standardcharges.csv,https://downloads.ctfassets.net/pxcfulgsd9e2/2KzeL4pvhLOzji2tpd02tN/cd1b75dce36fb1ed1dacc742c5889862/95-0651579_sharp-coronado-hospital-and-hlthcr-ctr_standardcharges.csv,https://www.sharp.com/billing/estimate,8884610bd0c1164dddcbadf3d6f4a41862e2f32e04b62be72897721b115692fd,"mrfs.csv,manifest.json,downloaded"
Gateways Hospital and Mental Health Center,054028,(323) 644-2000,"1891 Effie St, Los Angeles, CA 90026, Los Angeles, CA, 90026",CA,https://www.gatewayshospital.org/,95-1691011_gateways-hospital-and-mental-health-center_standardcharges.csv,https://www.gatewayshospital.org/wp-content/uploads/2025/10/95-1691011_gateways-hospital-and-mental-health-center_standardcharges.csv,https://www.gatewayshospital.org/hospital-price-transparency/,0c5c0b4fe92537402461fca00724bb8b16c806fdfedec3ca104164e8336ddb0f,mrfs.csv
Gateways Hospital and Mental Health Center,054028,(323) 644-2000,"1891 Effie St, Los Angeles, CA 90026, Los Angeles, CA, 90026",CA,https://www.gatewayshospital.org/,95-1691011_gateways-hospital-and-mental-health-center_standardcharges.csv,https://www.gatewayshospital.org/wp-content/uploads/2025/10/95-1691011_gateways-hospital-and-mental-health-center_standardcharges.csv,https://www.gatewayshospital.org/hospital-price-transparency/,0c5c0b4fe92537402461fca00724bb8b16c806fdfedec3ca104164e8336ddb0f,mrfs.csv
Sharp Chula Vista Medical Center,050222,619-502-5800,"751 Medical Center Court, Chula Vista, CA  91911, Chula Vista, CA, 91911",CA,https://www.sharp.com/locations/hospitals/sharp-chula-vista,95-2367304_sharp-chula-vista-medical-center_standardcharges.csv,https://downloads.ctfassets.net/pxcfulgsd9e2/D4fRN51N03oyjM0c54C1U/cbd502f0357445b1fc46bdeaac647efc/95-2367304_sharp-chula-vista-medical-center_standardcharges.csv,https://www.sharp.com/billing/estimate,f2e3125178ff76fbfb2e7098658d53d708a5f5c204e7d918c8343981e345bcfb,"mrfs.csv,manifest.json,downloaded"
"Kedren Community Health Center, Inc.",054083,(323) 499-3619,"4211 Avalon Blvd., Los Angeles, CA, Los Angeles, CA, 90011",CA,https://www.kedren.org/,95-2459796_kedren_health_standardcharges-1.csv,https://www.kedren.org/wp-content/uploads/2025/12/95-2459796_kedren_health_standardcharges-1.csv,https://www.kedren.org/hospital-price-transparency/,170681d19d4da2251aeae4d6291c908546c9cde4dbbd1549aaa2fc2536d4781d,mrfs.csv
Sharp Memorial Hospital,,,"7901 Frost Street, San Diego, CA  92123, San Diego, CA, 92123",CA,,95-3782169_sharp-memorial-hospital_standardcharges-2.csv,https://downloads.ctfassets.net/pxcfulgsd9e2/7kOO19WgXRFqOFfWyPsSCE/1dd67ee60fbf2a34d729812c39abb1fe/95-3782169_sharp-memorial-hospital_standardcharges.csv,,338a8fbb287d6fb7f55a1e0e74a94c25a45245b26260ec486618aa2910e23805,db_only
Sharp Mesa Vista Hospital,054145,858-836-8434,"7850 Vista Hill Ave, San Diego, CA  92123, San Diego, CA, 92123",CA,https://www.sharp.com/locations/hospitals/sharp-mesa-vista,95-3782169_sharp-mesa-vista-hospital_standardcharges.csv,https://downloads.ctfassets.net/pxcfulgsd9e2/3FRyeNipAeiKhEC6a8NWOg/54f450d819667f8ed0f9ff9769684a21/95-3782169_sharp-mesa-vista-hospital_standardcharges.csv,https://www.sharp.com/billing/estimate,e72a117d89236b5230fcf1bd91ae1c64e21385812571708d4f6157a0b89a1035,"mrfs.csv,manifest.json,downloaded"
San Antonio Regional Hospital,050099,909-985-2811,"999 San Bernardino Rd Upland CA 91786, Upland, CA, 91786",CA,https://www.sarh.org/,951183919_san-antonio-regional-hospital_standardcharges.csv,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbSACHUPLANDCA&type=CDMWithoutLabel&fileType=CSV,https://apps.para-hcfs.com/PTT/FinalLinks/SACH_V2.aspx,136f2b7576396e3c982ddbac7cf5883911b576be5e02687be9344dba1a4b09f1,mrfs.csv
Hoag Memorial Hospital Presbyterian,951643327,,"One Hoag Drive, Newport Beach, CA 92663, Newport Beach, CA, 92663",CA,,951643327_hoag-memorial-hospital-presbyterian_standardcharges-2.csv,https://downloads.ctfassets.net/8u2cuf59smsh/52tazi7symInZOZZ2g2eJU/a5edeceac81a9d8369ea9548032e2d42/951643327_hoag-memorial-hospital-presbyterian_standardcharges.csv,,008a95d64d035d8c8b24f5e39c555862d9771e2a07e61aafd8f422932b91236c,db_only
Hoag Hospital Irvine,951643327,,"16200 Sand Canyon Avenue, Irvine, CA 92618, Irvine, CA, 92618",CA,,951643327_hoag-memorial-hospital-presbyterian_standardcharges-2.csv,https://downloads.ctfassets.net/8u2cuf59smsh/52tazi7symInZOZZ2g2eJU/a5edeceac81a9d8369ea9548032e2d42/951643327_hoag-memorial-hospital-presbyterian_standardcharges.csv,,008a95d64d035d8c8b24f5e39c555862d9771e2a07e61aafd8f422932b91236c,db_only
Redlands Community Hospital,050272,909-335-5500,"350 Terracina Blvd Redlands CA 92373, Redlands, CA, 92373",CA,https://www.redlandshospital.org/,951643347_redlands-community-hospital_standardcharges.csv,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbRedlands&type=CDMWithoutLabel&fileType=CSV,https://apps.para-hcfs.com/PTT/FinalLinks/Redlands_V3.aspx,167a4644e70e141d78c8fd81b5a06aab810054962f78a7827bd2c652c09b900d,mrfs.csv
Casa Colina Hospital,050782,(909) 596-7733,"255 E Bonita Ave Pomona CA 91767, Pomona, CA, 91767",CA,https://www.casacolina.org/,951643989_casa-colina-hospital_standardcharges.csv,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbCCHPOMONACA&type=CDMWithoutLabel&fileType=CSV,https://apps.para-hcfs.com/PTT/FinalLinks/CasaColina.aspx,84abd4251b4e3ab072236fbf3fb1631e69c1990765953e91c41f4749d4b7b979,mrfs.csv
Scripps Green Hospital,050424,858-554-9100,"10666 N TORREY PINES RD; LA JOLLA, CA, 92037, La Jolla, CA, 92037",CA,https://www.scripps.org/locations/find/hospitals/scripps-green-hospital/focus,951684089_Scripps-Green-Hospital_standardcharges.csv,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,https://www.scripps.org/patients-and-visitors/billing/price-transparency,8e2035da13f8bcddd126833caa51c5c29686b7611358ad60781973fefb501da8,mrfs.csv
Scripps Memorial Hospital Encinitas,050503,760-633-6501,"354 SANTA FE DRIVE; ENCINITAS, CA, 92024, Encinitas, CA, 92024",CA,https://www.scripps.org/locations/hospitals/scripps-memorial-hospital-encinitas,951684089_Scripps-Memorial-Hospital-Encinitas_standardcharges.csv,https://apps.scripps.org/pricetransparency/951684089_Scripps-Memorial-Hospital-Encinitas_standardcharges.csv,https://www.scripps.org/patients-and-visitors/billing/price-transparency,ffe260cacb5d01b9d8693ca8ec0fdaf773b5bed7a3b24a21049bb34225cef345,mrfs.csv
Scripps Memorial Hospital La Jolla,050324,858-626-4123,"9888 Genesee Avenue, La Jolla, CA, 92037-1205, La Jolla, CA, 92037",CA,https://www.scripps.org/locations/hospitals/scripps-memorial-hospital-la-jolla,951684089_Scripps-Memorial-Hospital-La-Jolla_standardcharges.csv,https://apps.scripps.org/pricetransparency/951684089_Scripps-Memorial-Hospital-La-Jolla_standardcharges.csv,https://www.scripps.org/patients-and-visitors/billing/price-transparency,81bb2b9f8ed59d500ecf0118d4bdf6d493ed3078d88e685e02c976170df262ff,mrfs.csv
Scripps Mercy Hospital Chula Vista,050270,858-260-7825,"435 H ST; CHULA VISTA, CA, 91910, Chula Vista, CA, 91910",CA,https://www.scripps.org/locations/hospitals/scripps-mercy-hospital-chula-vista,951684089_Scripps-Mercy-Hospital-Chula-Vista_standardcharges.csv,https://apps.scripps.org/pricetransparency/951684089_Scripps-Mercy-Hospital-Chula-Vista_standardcharges.csv,https://www.scripps.org/patients-and-visitors/billing/price-transparency,c165fa6d4c84b5b4ed93366e4ffd07006b97eb7dc7cbd93851b8dff68aedbc9f,mrfs.csv
Scripps Mercy Hospital San Diego,050077,858-832-2478,"4077 5TH AVE; SAN DIEGO, CA, 92103, San Diego, CA, 92103",CA,https://www.scripps.org/locations/hospitals/scripps-mercy-hospital-san-diego,951684089_Scripps-Mercy-Hospital-San-Diego_standardcharges.csv,https://apps.scripps.org/pricetransparency/951684089_Scripps-Mercy-Hospital-San-Diego_standardcharges.csv,https://www.scripps.org/patients-and-visitors/billing/price-transparency,263603cd5706ec2922d69fbff8ca8951245f61bdee9e7492ada4c7036400c997,"mrfs.csv,manifest.json,downloaded"
Glendale Adventist Medical Center,050239,(818) 409-8000,"1509 Wilson Ter Glendale CA 91206, Glendale, CA, 91206",CA,https://www.adventisthealth.org/glendale/,951816017_glendale-adventist-medical-center_standardcharges.csv,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbGAMCGLENDALECA&type=CDMWithoutLabel&fileType=CSV,https://www.adventisthealth.org/patient-resources/bill-pay/price-transparency,3e06111be176d7a81b93ddddcbfb80c0e74f122fe018dcf528066cf11cc73990,mrfs.csv
El Centro Regional Med Center,050045,(760) 339-7100,"1415 Ross Ave El Centro CA 92243, El Centro, CA, 92243",CA,https://www.ecrmc.org/,951915820_el-centro-regional-med-center_standardcharges.csv,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbElCentro&type=CDMWithoutLabel&fileType=CSV,https://apps.para-hcfs.com/PTT/FinalLinks/ElCentro_V3.aspx,7f6254492cfa52330422a95e1684c83acdf6832e7ae9b20c6a5c3a5eca640b1c,mrfs.csv
Valley Presbyterian Hospital,050126,818-782-6600,"15107 Vanowen Street, Van Nuys, CA 91406, Van Nuys, CA, 91406",CA,https://www.valleypres.org/,951945832_valley-presbyterian-hospital_standardcharges.csv,https://sthpiprd.blob.core.windows.net/machine-readable-files/7856/951945832_valley-presbyterian-hospital_standardcharges.csv,https://search.hospitalpriceindex.com/hpi2/machineReadable/valleypresbyterianhospital/7856,d2c7482a77abb0e6f98aed82df1079c7faabcb284ff19260b92451811775808d,mrfs.csv
White Memorial Medical Center,952282647,,"1720 E Cesar E Chavez Ave Los Angeles CA 90033, Los Angeles, CA, 90033",CA,,952282647_white-memorial-medical-center_standardcharges-2.csv,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbAHWMLOSANGELESCA&type=CDMWithoutLabel&fileType=CSV,,be46587510ccb4dbce7b065b9a3d79f52fc4adb2501850ea4c5a5a0d72139455,db_only
White Memorial Medical Center,952282647,,"309 W Beverly Blvd MONTEBELLO CA 90640, Montebello, CA, 90640",CA,,952282647_white-memorial-medical-center_standardcharges-2.csv,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbAHWMLOSANGELESCA&type=CDMWithoutLabel&fileType=CSV,,be46587510ccb4dbce7b065b9a3d79f52fc4adb2501850ea4c5a5a0d72139455,db_only
San Joaquin Community Hospital,952294234,,"3001 Sillect Avenue Bakersfield CA 93308, Bakersfield, CA, 93308",CA,,952294234_san-joaquin-community-hospital_standardcharges-2.csv,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbAHBBAKERSFIELDCA&type=CDMWithoutLabel&fileType=CSV,,aeeb5c62b08d772d9b310d5ca619730e34327659f12cba79f207a61504e3cc64,db_only
San Joaquin Community Hospital,952294234,,"3001 Sillect Avenue Bakersfield CA 93308, Bakersfield, CA, 93308",CA,,952294234_san-joaquin-community-hospital_standardcharges-2.csv,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbAHBBAKERSFIELDCA&type=CDMWithoutLabel&fileType=CSV,,aeeb5c62b08d772d9b310d5ca619730e34327659f12cba79f207a61504e3cc64,db_only
Adventist Health Mendocino Coast,051325,(707) 961-1234,"700 River Dr Fort Bragg CA 95437, Fort Bragg, CA, 95437",CA,https://www.adventisthealth.org/mendocino-coast/,952627981_adventist-health-mendocino-coast_standardcharges.csv,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbMCDHFORTBRAGGCA&type=CDMWithoutLabel&fileType=CSV,https://www.adventisthealth.org/patient-resources/bill-pay/price-transparency,2f663533d2aac66787c187ec72060749ea01f70d438b43248e6486ee6a54bf99,mrfs.csv
Twin Cities Community Hospital Inc,050633,(805) 434-3500,"1100 Las Tablas Rd Templeton CA 93465, Templeton, CA, 93465",CA,https://www.adventisthealth.org/central-coast/,953133241 _twin-cities-community-hospital_standardcharges.csv,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbTCCHTEMPLETONCA&type=CDMWithoutLabel&fileType=CSV,https://www.adventisthealth.org/patient-resources/bill-pay/price-transparency,ef33aab8e972056e5ae69bc7a3b269ccaf8963f35ee30265be3d6f0e718b7428,mrfs.csv
"College Hosptial, Inc.",054055,(562) 924-9581,"10802 College Place, Cerritos, CA 90703, Cerritos, CA, 90703",CA,https://chc.la/ch-cerritos/,953421289_college-hospital-cerritos_standcharges_03_2025.csv,https://chc.la/953421289_college-hospital-cerritos_standcharges_03_2025.csv,https://chc.la/price-transparency/,508c5905b1d830670626263bf498448fb555e4361ea92841215253128ed47a1a,mrfs.csv
